,Words,AROU,VAL,DOM,CNC,IMAG
383,bathroom,3.546,5.677,5.324,6.686,6.677
852,chest (cabinet),3.086,5.206,5.371,6.2,6.371
1880,fiddler,5.177,5.206,5.03,5.324,5.353
370,basement,3.75,4.177,4.412,5.971,6.147
5331,vision (sight),5.294,6.971,6.235,4.529,4.257
4918,taste,6.182,6.882,5.849,4.152,3.088
4795,successful,6.853,8.206,7.091,2.677,4.5
1105,cool (popular),5.727,6.719,6.375,2.839,4.063
3271,noon,3.771,5.353,4.886,4.314,3.971
2361,henchman,5.333,3.594,3.968,5.667,5.546
4901,tandem,4.036,5.5,4.214,4.613,4.643
1336,deduct,3.471,4.029,4.807,2.912,2.618
2189,government,3.849,3.438,3.6,5.529,4.97
5098,train (bridal),4.455,6.152,5.063,5.97,6.091
5007,thumb,3.529,5.206,5.882,6.559,6.743
2845,line,3.313,5.029,4.735,5.529,6.114
4357,shaky,4.818,3.344,3.313,3.906,4.281
3940,racist,3.912,1.229,5.286,3.455,3.943
5381,warmth,6.375,7.969,6.242,3.818,4.606
1171,crab,4.057,5.029,4.771,6.8,6.606
4823,super,6.697,8.03,6.938,2.606,3.424
4477,slight (little),3.057,4.882,4.4,3.618,3.636
1422,digit,3.294,5.029,5.382,4.941,4.912
2686,killer,6.303,1.303,4.875,5.394,5.333
4724,stool,2.343,4.706,5.375,6.559,6.412
4825,supermarket,4.121,5.486,5.059,6.257,6.625
5103,trainer (coach),4.727,5.735,4.257,6.091,6.0
1464,disgusting,4.0,1.829,4.057,2.743,4.382
874,chord,4.906,6.03,5.697,5.0,5.088
2297,haphazard,4.586,2.931,4.067,2.484,3.138
2643,joint (elbow),3.424,5.029,4.788,6.5,6.353
4606,spirit (soul),5.647,7.029,5.853,1.706,3.147
4814,summer,6.886,7.8,5.371,4.971,6.114
1251,cuisine,5.294,6.486,5.6,5.515,5.556
4790,subtle,3.879,5.818,4.882,2.529,2.412
840,cheers,5.697,7.324,6.177,3.514,3.857
5548,zeppelin,6.185,5.0,5.333,6.286,6.185
581,brand,4.219,4.515,4.594,3.333,3.849
204,apron,3.724,5.226,4.344,6.452,6.613
1641,elbow,3.677,5.065,5.484,6.75,6.357
2014,frantic,5.771,3.529,4.114,3.091,4.03
905,clause,2.971,4.6,4.515,3.75,2.212
631,brushed,4.161,5.467,4.724,4.121,4.29
3802,prison,5.063,1.906,2.344,6.2,6.0
1974,football,3.807,4.833,5.548,6.31,6.821
162,angle,3.824,5.063,4.818,4.212,4.912
3901,pussy (vagina),5.936,4.97,5.914,5.914,5.939
3516,peaceful,4.382,7.824,6.03,2.875,5.0
4993,thistle,4.733,5.645,5.0,6.633,6.103
3038,medium (intermediate),3.727,5.029,5.121,3.219,2.788
617,brilliant (intelligent),7.235,8.171,7.543,3.029,3.257
875,chose,4.576,6.03,6.441,2.875,2.844
1431,dildo,6.0,5.333,5.455,6.6,6.686
3639,pitch,4.133,5.129,5.3,4.938,4.063
547,botanist,3.654,5.429,4.769,5.259,4.815
4099,revolution,6.469,5.706,6.324,3.333,4.727
5049,tone (music),5.412,6.394,5.424,4.03,3.156
5298,vest,3.324,5.235,5.229,6.286,6.177
2926,lure,5.273,3.303,3.971,2.941,2.941
3260,niece,3.281,6.118,5.324,5.667,4.97
3035,medicine,5.0,7.171,4.794,5.364,5.765
4866,sweet (sugar),5.794,6.912,4.914,4.794,5.177
1861,feet (body),3.469,5.182,5.765,6.576,6.455
2659,jumper (athlete),5.353,5.909,5.697,6.152,6.25
640,building,2.969,5.147,5.063,6.813,6.727
3671,plea,4.912,3.6,3.235,3.8,3.4
5424,wench,4.194,3.667,4.394,4.968,4.469
637,bugle,2.92,4.818,4.957,5.583,5.136
4541,sole,3.324,5.286,5.294,5.412,5.257
4879,symbol,4.636,5.469,5.576,4.387,4.576
2308,harmonica,4.088,6.059,5.353,6.765,6.647
3670,playful,7.353,7.486,6.743,2.743,4.5
2096,gay,4.429,5.771,5.294,3.97,5.088
4857,sway,4.121,5.229,4.647,3.941,5.457
3780,present,5.235,6.788,5.576,4.839,5.194
1372,desert,4.968,4.9,4.258,6.125,6.219
4940,temple (worship),4.455,5.697,4.424,6.188,6.353
921,climb,4.714,5.765,6.314,4.771,5.412
546,boss,3.909,3.829,4.5,6.029,5.8
1449,disclosure,3.714,4.939,4.941,2.909,2.471
2804,letters,4.061,5.529,6.182,5.429,5.824
2610,issue (topic),4.849,4.879,5.471,3.364,3.235
1900,filthy,5.088,2.714,4.706,4.029,5.514
2757,lawn,2.968,5.387,5.032,6.3,6.226
2028,friendship,7.088,8.486,5.758,3.455,5.118
2301,harbour,3.118,5.5,5.265,6.588,6.118
1885,fighting,5.6,2.657,5.514,5.029,5.6
1642,elder,3.724,5.645,5.281,4.387,4.75
972,cock (tilt),4.206,4.543,5.286,3.941,4.029
5338,void,4.375,3.343,4.333,3.371,2.914
2097,gay (homosexual),4.771,5.343,5.147,4.657,5.0
4832,sure,4.914,6.486,7.118,3.088,2.743
4244,scars,5.438,2.909,4.0,6.091,6.4
5141,tribal,5.147,5.677,5.914,4.235,4.943
5514,wrapper,3.546,5.094,5.152,5.943,5.735
836,cheer,7.059,7.857,6.514,3.914,5.343
601,bridal,5.364,6.807,5.25,4.394,5.455
2184,gorgeous,7.371,8.086,6.6,2.824,4.971
4421,sick (ill),4.333,2.118,2.971,4.029,5.303
3274,nose,3.667,5.033,5.097,6.8,6.828
4776,student,5.177,6.086,5.857,6.286,6.229
1582,duke,3.546,5.588,5.25,5.514,5.343
4731,store (shop),4.303,5.394,4.971,6.324,6.059
3101,miracle,6.941,7.971,4.086,2.324,2.853
4073,resentment,4.8,1.941,4.324,2.286,2.941
1070,conqueror,6.286,4.944,6.686,5.194,5.147
1775,expert,6.226,7.531,7.032,3.688,3.548
5337,voice,5.629,5.971,6.571,5.265,3.735
1283,damaged,4.371,2.314,3.6,4.171,4.657
3751,pot,3.286,5.143,5.303,6.294,6.182
4669,star,6.6,7.343,5.382,6.229,6.588
5310,vigilant,5.206,6.182,6.727,2.824,3.143
1836,fare (food),4.423,5.807,5.0,5.519,5.071
4705,stick (thin piece of wood),2.97,4.914,4.686,6.371,6.4
1019,compass,3.647,5.559,5.441,6.412,6.324
3945,radiator,3.467,5.742,5.419,6.4,6.357
1326,deception,5.03,1.943,4.143,2.235,3.029
2885,logs,3.303,4.818,5.226,6.563,6.546
475,blend,4.121,5.219,5.219,3.719,3.824
2810,librarian,3.688,5.8,4.531,6.182,6.226
4169,rude,4.853,2.382,4.853,3.29,3.971
1651,elf,4.647,6.091,5.061,4.818,6.235
5158,trouble,6.029,2.457,4.879,3.2,3.429
4751,strength,6.735,7.152,7.576,4.212,4.758
2528,infection,4.471,1.971,3.114,5.353,4.353
3194,music,7.771,7.971,7.086,5.286,5.265
3034,meddle,4.697,3.807,4.941,2.912,3.294
3163,mountain,5.774,6.156,5.844,6.862,6.833
1373,deserve,5.303,6.657,6.114,1.912,2.441
739,carbohydrate,4.382,5.441,5.273,5.147,4.647
4275,sea,5.546,6.091,4.206,6.057,6.706
2988,martial,4.0,4.548,4.645,3.786,3.767
867,chisel,3.563,4.969,5.129,6.469,6.125
1140,count (title),3.242,5.0,5.242,4.433,4.032
997,colony,4.091,5.0,5.303,4.879,4.636
1337,deduction,4.706,5.343,6.063,2.794,2.886
541,boredom,2.457,2.429,4.229,2.857,3.771
1099,convict,5.455,2.143,4.343,5.029,4.735
1132,couch,3.667,5.788,5.344,6.758,6.716
5385,warrant (justify),4.152,5.829,5.343,2.824,2.743
3331,obscure,4.938,4.875,4.939,2.281,2.29
2258,gullet,3.654,4.269,4.25,5.577,4.429
4490,slug (hit),4.303,3.152,4.909,4.406,4.563
59,addict,4.857,2.171,3.086,4.4,5.0
3540,pen (cage),3.313,4.0,3.486,5.914,5.765
1938,flint,3.345,4.936,5.406,5.969,5.133
4462,sky,5.606,6.882,4.265,5.257,6.788
5480,wither,3.469,2.97,3.29,4.156,5.125
5315,vinegar,3.969,4.182,5.414,6.4,5.903
2813,lid,2.677,5.177,5.171,6.455,6.206
3386,ordeal,4.588,2.6,3.242,3.314,3.429
1078,container,3.485,5.152,4.677,6.029,5.912
4365,sharp,6.29,3.774,5.313,4.033,4.933
3583,pest,4.219,2.906,4.419,4.625,5.313
3844,prosperity,6.382,7.735,6.882,2.457,3.265
5013,tidy,5.294,7.314,5.667,4.257,5.485
2630,jellyfish,5.212,4.353,4.529,6.677,6.813
3048,memory,5.057,6.576,5.457,2.853,3.121
940,clover,4.206,6.353,5.457,5.697,6.471
1080,contend,4.182,4.824,5.323,2.818,2.152
187,appalling,5.364,2.059,4.235,2.412,2.939
5020,till,3.265,5.0,4.912,5.059,4.647
2085,gardener,3.514,5.571,5.515,6.471,6.406
2249,grow,5.484,6.938,5.452,3.581,4.188
4149,role,4.281,5.688,5.667,3.515,3.226
5430,wheelbarrow,3.647,5.061,5.941,6.765,6.588
2023,fresh,6.235,6.909,5.394,3.938,4.088
3286,novice,4.029,4.853,4.486,4.057,3.314
1492,docile,2.533,5.065,3.621,3.033,3.267
4269,screw (sex),7.273,5.758,5.25,4.424,5.515
226,arms (weapons),5.706,2.059,4.147,6.235,6.294
5321,violet,4.677,6.0,5.588,4.765,6.029
2583,interesting,6.971,7.829,6.324,2.788,3.514
1929,flea,2.656,3.469,4.375,6.424,5.938
3757,poultry,3.382,5.118,4.941,6.029,5.824
4987,thimble,3.594,5.2,4.567,6.345,5.933
1404,deviant,5.147,2.794,5.471,3.235,2.909
2179,goose,3.686,5.4,5.257,6.429,6.314
697,calendar,3.516,5.265,4.647,6.0,6.4
1124,corrupt,4.212,2.147,4.059,3.171,3.182
3433,pact,4.75,5.794,4.355,3.576,2.781
4939,temple (forehead),3.941,5.235,5.516,6.182,6.559
1778,explore,7.424,7.286,7.375,3.429,4.727
2634,jewellery,5.5,6.364,5.647,6.429,6.606
3509,patrol,3.677,4.6,4.853,4.758,4.657
1037,conceal,4.833,4.063,3.969,3.258,3.067
4631,square,2.515,4.939,4.906,6.125,6.5
2256,guilty,5.563,2.294,3.576,2.771,3.706
5485,woman,5.719,6.939,6.333,6.515,6.606
313,bad,5.059,1.853,4.471,2.771,3.6
2649,joyful,6.333,7.971,6.273,2.886,4.6
2281,hammock,4.152,5.758,5.294,6.258,6.121
3196,musician,6.097,6.625,5.719,5.367,5.667
2547,insanity,6.219,2.303,2.97,2.455,4.344
1416,dictionary,3.121,6.0,5.303,6.394,6.212
1036,comrade,4.781,5.735,6.125,4.242,4.382
2159,glow,6.059,7.4,5.939,4.313,5.486
4619,spray,3.882,4.941,5.206,5.452,5.286
1754,excuse,4.25,3.636,5.25,2.727,2.794
3829,promote,5.516,6.971,6.546,3.059,3.382
4489,slug,2.677,3.719,4.567,6.786,6.69
3307,nuts (food),3.818,6.094,5.406,6.667,6.667
2520,induce,5.152,4.647,5.188,3.143,2.438
3947,rage,6.486,2.057,5.886,3.441,5.242
4352,shade (out of the sun),3.75,5.688,4.969,5.656,5.97
4827,support,4.758,7.429,5.143,3.5,3.029
1506,dolphin,5.406,6.531,5.194,6.849,6.818
1923,flab,3.0,3.114,3.714,4.912,5.788
448,binder,3.212,5.061,5.03,5.323,5.469
2991,mask (cover),4.879,3.875,4.613,5.032,5.258
3094,minority,3.788,3.571,3.618,3.03,3.629
5516,wreck,5.257,2.857,4.618,4.412,5.177
4985,thigh,4.75,5.167,5.533,6.375,6.606
361,bark (dog),4.912,4.4,4.879,5.057,5.257
2183,gorge (overeat),4.667,2.879,4.324,4.4,5.147
1134,couch (sofa),4.091,5.886,5.147,6.714,6.706
4787,substance,4.5,5.303,5.5,4.697,3.303
2155,glorious,7.057,8.371,5.914,2.543,3.343
1830,fans (air),3.727,5.515,5.125,6.206,5.971
1053,conference,3.355,4.912,5.455,5.281,5.029
2460,hypothesis,4.0,5.514,5.514,2.943,2.743
22,abundance,4.714,6.576,6.2,3.229,3.971
2066,future,6.594,6.606,5.364,3.091,3.667
1653,elitist,5.031,3.588,5.152,3.429,2.943
3167,mouth,6.194,5.448,5.563,6.714,6.69
3951,rainbow,6.088,7.943,5.294,6.143,6.857
2743,language,4.938,6.71,5.844,3.394,2.484
3435,page,3.633,5.516,5.375,6.357,6.448
4518,snort,4.455,3.886,5.029,4.743,4.486
2468,idiotic,4.824,2.556,4.543,2.588,3.824
2325,hawk (sell),4.031,4.7,5.615,3.533,3.452
460,bitch,6.727,1.743,4.758,4.273,4.441
1067,connection,5.667,6.563,5.727,3.75,4.031
87,aeroplane,4.914,5.941,4.529,6.706,6.824
1430,dignity,5.114,7.588,6.971,2.229,2.886
3997,reason,4.594,6.265,5.546,2.697,3.029
282,attract,7.057,7.265,6.771,3.029,3.629
2483,immature,3.857,3.057,4.824,2.706,3.912
462,bitter,4.794,2.471,4.324,3.0,3.088
212,argue,5.257,2.771,5.2,4.086,4.914
2588,introduction,4.091,5.455,5.333,4.059,3.258
5408,web (internet),5.912,6.429,5.818,5.2,5.257
2907,love,8.147,8.647,5.303,2.849,4.471
2581,interest (attention),6.286,7.294,6.5,2.618,2.743
1368,descend,3.879,4.152,4.313,3.677,3.941
234,arrive,4.971,6.182,5.647,4.177,3.909
3400,ounce,3.333,4.939,4.455,5.029,3.688
597,breeze,5.088,6.412,5.129,4.618,5.029
4950,tense (strained),5.147,2.971,3.97,3.515,4.129
2250,growl,5.371,3.206,5.571,4.588,4.706
4515,snapped,5.0,3.382,4.364,4.182,3.939
2283,hand,3.794,5.829,5.735,6.667,6.912
662,burgle,5.118,2.303,3.656,4.97,5.424
5510,wound,5.156,2.706,3.667,5.758,5.853
2285,handful,4.353,5.147,5.515,4.273,5.242
5238,upset (sad),4.656,1.939,3.212,2.969,5.546
3929,quill,4.067,5.355,5.483,5.931,5.964
5398,wave (water),5.471,6.086,4.971,5.543,6.543
3064,metropolis,5.194,5.867,5.156,4.727,5.125
2990,mask,4.147,4.857,5.818,6.029,6.486
4942,tempt,6.029,4.177,4.735,2.727,3.344
779,cathedral,4.029,5.8,4.429,6.412,6.457
2544,innocent,4.559,7.314,4.25,2.588,3.677
4130,risk,6.324,3.514,4.882,3.194,3.125
4159,roofer,3.576,4.875,5.242,5.412,5.281
4041,release,5.281,6.156,6.303,3.656,3.313
3935,rabies,4.697,1.765,2.875,5.353,4.735
4572,spade (cards),3.969,5.382,5.364,6.206,6.353
5367,walnut,3.091,5.364,4.727,6.212,6.333
685,buzzard,4.414,5.31,5.313,6.357,5.759
3897,pus,3.933,2.875,3.813,5.813,5.25
3599,photographer,5.091,5.533,5.484,5.903,6.0
5028,titan,5.906,5.727,6.3,4.355,4.364
2837,limb (body),3.824,5.343,5.914,6.714,6.441
3032,medal,6.147,7.647,6.529,6.471,6.618
2171,golden,5.8,7.441,5.743,4.765,5.235
3263,nightmare,5.735,1.765,3.294,3.147,4.455
1850,father (dad),4.515,6.909,4.941,6.143,6.424
487,blond,5.061,5.424,5.182,5.394,6.061
1688,engineer,3.844,6.091,5.677,6.265,6.118
2230,green (environmental),4.394,7.114,5.455,3.375,4.171
5216,unhappy,3.0,1.971,3.6,2.273,3.882
2320,hatred,5.727,1.781,4.824,3.548,3.032
782,cauliflower,3.088,5.667,5.636,6.677,6.618
521,bondage,5.909,4.212,4.594,4.788,5.273
522,bonds,4.394,5.118,4.936,3.853,3.912
3481,part (portion),3.656,4.849,4.697,4.5,4.912
2939,madman,6.065,2.091,4.303,4.563,6.088
4473,sleep,5.273,7.758,5.485,4.75,5.936
2398,hold (store),3.086,5.714,5.576,4.5,4.121
2207,grandpa,4.031,6.742,4.968,5.936,6.067
4190,safe,4.912,7.706,5.719,3.5,4.129
780,cattle,3.242,5.265,5.412,6.5,6.212
4343,severe,5.206,2.5,4.559,2.471,3.147
3463,paradox,4.875,4.483,4.8,2.862,2.25
1511,doomed,4.906,1.645,2.594,3.032,2.75
1882,fierce,6.091,4.229,7.086,3.088,3.857
651,bundle,3.943,5.486,4.706,5.0,5.457
3544,pencil,3.882,5.455,6.364,6.556,6.92
4423,sigh,3.059,3.688,4.412,4.265,4.706
369,barrier,3.882,3.364,3.486,5.735,5.706
4854,swamp,3.486,3.636,4.686,5.914,6.229
3316,obese,3.333,2.152,4.375,5.353,6.219
118,alcohol,5.758,5.219,4.882,6.412,6.294
4082,resort,4.367,5.781,5.242,4.344,4.387
4725,stool (chair),2.939,5.0,4.912,6.677,6.147
2216,grasshopper,3.886,5.182,5.219,6.4,6.4
4228,scale,2.853,5.029,4.971,3.853,4.324
1613,earth,4.765,6.229,4.706,6.636,6.667
2883,log (record),3.118,5.088,5.273,4.971,4.588
4447,sketch (drawing),4.75,5.735,5.629,5.471,6.143
962,coast (beach),5.576,7.281,5.424,6.515,6.813
5002,thrilling,7.152,7.543,6.286,2.943,3.429
2510,inch,3.677,5.171,4.727,5.206,5.469
5213,undesirable,3.727,1.97,3.375,2.257,3.147
4233,scalp,3.636,4.5,5.156,6.438,5.667
3464,paragraph,3.147,5.147,5.5,4.912,5.412
359,barge (push),5.061,2.97,5.758,4.606,5.03
4017,reflect,4.452,6.212,5.719,3.313,3.353
2415,hooker,5.788,2.485,4.677,5.313,5.697
5167,truncheon,3.875,3.5,4.048,5.958,5.72
4696,stereotype,4.343,2.912,3.618,3.2,4.114
2185,gorilla,4.29,5.515,5.531,6.906,6.871
5462,wing (building),3.697,4.97,4.765,6.118,6.235
2567,instrument,4.818,6.2,5.912,6.265,6.546
2037,frozen,4.457,3.914,3.743,5.6,6.0
4726,stool (faeces),2.4,2.8,4.265,6.118,5.912
772,catastrophe,6.088,1.543,3.152,3.143,4.971
1284,Dame,4.194,5.594,5.469,5.125,4.969
5108,trampled,4.971,2.333,2.743,4.971,5.382
5260,vague,3.313,3.875,3.969,1.849,2.0
2587,introduce,5.563,6.543,6.242,3.629,3.576
5079,town,4.788,5.576,4.75,5.813,5.933
1414,diamonds,7.177,7.171,6.0,6.765,6.794
1234,crumble,4.323,3.714,4.0,4.324,4.853
3859,psychiatrist,4.788,5.281,4.594,6.177,6.032
435,benefit,5.286,7.457,5.771,3.6,3.457
1674,emporium,4.531,5.969,5.576,5.031,4.8
365,barnacle,3.75,4.968,4.484,6.2,5.71
4195,sage (wise man),4.625,6.914,6.03,4.618,5.086
231,array,4.0,5.75,5.161,2.97,2.938
4732,storeroom,2.688,4.969,4.839,6.258,6.188
147,amount,3.647,5.618,5.484,3.912,3.182
4884,syphilis,5.065,1.677,3.233,5.125,2.933
3088,miner,3.686,5.0,4.765,6.029,6.273
3497,pasta,4.212,5.97,5.515,6.75,6.636
407,become,5.323,6.2,5.807,2.188,2.063
2090,gash,5.212,3.118,4.057,5.382,5.286
86,advisors,3.606,6.0,4.774,4.71,4.625
844,chemist,3.571,5.829,4.912,6.4,6.088
1031,compliment,6.571,8.057,6.943,3.229,3.543
4230,scale (magnitude),4.5,5.303,5.029,3.486,3.429
3941,racket,4.515,4.912,5.75,5.529,5.697
3341,occupation,4.057,5.794,5.971,3.943,3.514
2987,marshal,3.313,4.606,4.485,5.273,4.546
3975,rash (reckless),5.273,3.182,4.875,2.667,2.938
2628,jeep,4.308,5.413,5.71,6.569,6.45
3250,net,3.667,4.781,4.686,5.636,5.546
855,chew,3.906,5.333,6.059,4.771,5.219
5429,wheel,3.6,5.429,5.486,6.371,6.486
78,advantage,6.531,7.303,7.194,2.879,2.719
2992,mask (face),4.206,4.618,4.879,5.941,5.794
2247,grotesque,5.313,1.818,4.129,3.697,4.781
4727,stop,4.355,3.452,4.333,3.788,4.0
5073,tough,4.636,4.636,5.97,3.559,3.546
5111,transit,3.125,4.909,4.618,4.182,3.382
758,case (instance),3.5,4.727,5.059,3.364,2.912
3576,persistent,5.303,5.794,6.882,2.8,3.571
3573,persecute,5.455,2.667,4.455,3.97,3.375
2279,hammered (drunk),5.829,3.765,3.857,3.457,5.735
3482,partial,3.206,5.118,4.735,2.529,2.471
3805,private,4.968,5.394,5.543,3.424,3.829
4615,spot,3.75,3.938,4.5,5.531,5.6
5544,youthful,6.194,7.5,5.129,3.156,4.161
4161,root,3.469,5.313,4.969,5.656,5.387
2176,goodbye,3.829,3.2,4.765,3.677,3.886
424,beige,2.594,4.606,4.618,4.273,5.849
392,beak,3.029,4.857,5.0,6.441,6.394
5457,wind (wrap around),3.765,5.294,5.563,4.677,4.314
2239,grime,3.194,2.485,3.939,4.939,5.242
104,agility,5.939,6.778,6.543,3.515,3.657
2672,key (keyboard),3.382,5.471,5.514,6.588,6.5
3649,plane,4.771,5.765,4.559,6.543,6.647
3226,naval,4.156,5.0,5.294,5.188,4.824
3856,prune,3.091,4.303,4.394,5.455,5.152
3447,pale,4.061,3.903,4.063,3.581,4.97
1948,fluent,5.794,7.147,7.03,3.121,3.333
1459,disease,4.059,1.765,3.177,5.059,4.794
4006,recognition,4.618,6.471,6.273,3.177,2.529
3973,rare (uncooked),3.382,4.394,4.849,4.857,5.182
3319,object,3.941,5.059,5.2,5.171,4.429
5318,violation,4.824,2.114,3.714,3.177,2.943
1587,dummy (mannequin),3.265,4.697,4.636,6.333,6.485
4299,seesaw,4.057,6.059,4.606,6.559,6.429
1731,even (odd),3.265,5.882,5.629,3.265,3.314
5291,verge,4.697,4.618,4.313,4.063,4.344
5010,ticket (parking),3.722,3.029,3.943,6.5,6.294
182,apathy,4.793,4.759,4.429,2.0,2.5
1791,fabric,3.886,5.6,4.971,6.147,5.706
2355,help,4.563,5.727,4.061,3.229,3.849
1940,flirty,7.2,6.657,6.886,3.059,4.914
702,call (shout),5.235,4.875,6.515,4.788,4.576
2442,humane,4.853,7.156,5.971,2.971,3.029
3657,plant (flower),4.324,6.5,4.906,6.242,6.546
496,blow (wind),4.543,4.629,4.429,4.514,4.657
4321,sentence (prison),5.121,2.429,2.455,4.032,3.879
464,black,3.657,4.088,5.4,5.371,6.143
3607,picket,4.621,4.75,4.933,5.3,4.828
4807,suit (to be fit for),4.281,6.364,5.656,3.121,3.727
172,answer,4.4,6.057,5.8,3.941,4.031
3928,quietly,3.758,5.0,3.788,3.152,3.625
5325,virtue,5.471,7.618,6.147,2.118,2.343
2540,ink,4.161,5.355,5.968,6.333,5.654
4012,red,6.03,5.486,5.75,5.031,6.636
3857,prune (fruit),2.853,5.121,5.485,6.559,6.147
2260,gun,5.571,2.8,5.147,6.441,6.686
3084,million,6.242,6.588,6.029,4.941,4.273
2112,gentle,5.147,7.212,5.235,2.657,3.714
900,class,4.121,5.091,4.412,4.514,4.886
1446,disciple,3.714,5.2,3.559,4.057,3.971
1911,fireplace,4.353,6.4,5.441,6.6,6.765
2697,kissing,7.727,7.606,6.0,5.576,6.273
3478,parsley,3.219,5.485,5.194,6.594,6.485
741,carcass,4.303,2.6,4.433,5.636,5.531
2293,hang,4.212,3.939,4.394,3.97,4.235
2452,hurdle,4.546,4.229,5.364,4.875,5.394
3208,nail,3.656,4.733,5.548,6.429,6.185
4539,solar,5.281,6.581,4.697,4.438,3.968
1206,crisp,5.086,5.853,5.343,5.114,5.686
509,boarded,3.088,4.765,5.059,3.853,4.177
4610,sponsor,4.094,6.29,4.903,3.781,3.452
3206,myth,6.147,5.029,4.516,1.879,3.194
4958,terrify,6.0,1.941,3.882,2.412,3.588
4074,reserve,3.515,5.226,4.576,3.438,3.281
1549,dress,5.629,6.371,5.879,6.611,6.727
3029,meat,4.294,4.97,5.971,6.343,6.441
4628,spur,4.6,5.276,5.552,3.677,3.419
2202,grammar,3.114,5.343,5.314,3.706,2.829
2566,instructor,4.969,6.061,4.688,4.807,4.97
3282,nourishment,5.206,7.886,5.559,4.206,4.229
2044,fuck (sex),8.059,6.971,6.849,4.849,6.219
767,castle,5.875,6.065,5.968,6.5,6.759
5409,web (spider),3.588,4.515,4.324,6.647,6.559
1508,dominate,6.914,3.941,8.371,2.8,3.886
3134,monk,3.125,5.29,3.938,6.133,6.071
421,behave,3.7,5.719,4.613,3.188,3.344
123,alimony,3.542,3.75,4.5,4.391,2.577
4618,spouse,5.571,7.0,5.257,5.471,5.606
3557,perceive,3.97,5.314,5.971,2.714,2.457
819,charge,4.4,4.714,6.281,4.171,3.576
1403,development,5.161,6.727,5.909,3.667,3.419
1382,despair,4.588,2.03,2.424,3.125,3.706
2148,glimpse,4.382,5.606,5.118,3.229,3.618
4678,starving,4.813,2.03,3.0,3.75,4.788
1575,drunk,5.794,4.8,4.286,4.343,5.857
1638,elaborate,4.788,5.914,6.088,2.469,2.771
1795,face,5.125,5.677,5.394,6.067,6.414
5344,voluminous,5.483,6.448,5.586,3.2,3.3
4945,tender,5.303,7.061,4.758,2.677,3.727
399,beat (hit),4.824,3.303,4.938,5.242,5.125
3151,moss,3.118,4.857,5.242,6.118,5.657
2310,harness,5.313,5.031,4.29,5.212,5.061
882,cigarette,4.969,3.0,3.968,6.739,6.733
5520,wrestling,4.743,4.324,5.909,5.765,6.25
3560,perform,5.97,6.394,6.594,3.938,3.879
1352,delighted,6.382,8.057,6.441,3.286,4.171
3366,opium,5.531,4.226,4.433,5.387,4.129
5122,tread,3.875,4.531,5.0,4.057,3.849
2130,girdle,3.742,4.438,4.379,5.324,4.875
982,coin,4.394,5.97,5.303,6.546,6.727
456,bit,3.265,4.853,4.455,4.324,3.152
1486,diverse,5.088,7.229,5.286,2.485,3.771
1079,contempt,4.714,3.286,5.286,3.029,3.229
1950,flute,4.636,5.871,5.69,6.71,6.567
4895,tale,5.029,5.889,6.029,3.286,4.235
689,cabinet (council),3.267,4.469,3.313,4.807,4.515
2429,hostess,5.086,5.882,5.412,5.886,5.629
641,bulb,3.219,5.375,5.258,6.594,6.546
2392,hit (music),5.657,6.813,5.735,4.0,4.091
2825,light (brightness),6.294,7.457,5.546,5.303,6.161
1953,fly (insect),2.971,4.091,5.029,6.382,6.735
3372,optimal,6.094,7.618,6.303,3.182,3.152
3058,messy,4.706,3.242,5.188,4.448,5.606
3396,ornament,3.606,5.771,5.667,6.371,6.324
4166,royal,5.313,5.633,5.581,4.063,4.594
2710,knit,2.559,5.576,5.212,5.353,5.727
1083,content (contents),3.8,5.486,5.294,4.441,3.829
4802,suicide,5.031,1.382,4.25,4.667,4.606
5293,verse (poetry),4.813,6.281,5.194,5.129,5.03
4757,stride,4.941,5.971,6.824,4.235,4.5
1884,fighter,6.212,4.206,5.941,5.118,5.735
4184,rural,3.875,5.333,5.267,4.273,5.194
389,beach,6.167,6.839,5.581,6.516,6.5
2494,impose,4.75,3.129,5.032,2.813,2.625
3834,proper,3.839,6.094,5.156,2.697,2.6
3036,medieval,4.406,5.406,4.936,4.273,4.758
3650,plane (aircraft),4.971,5.529,5.206,6.647,6.706
845,chemistry,5.194,6.094,5.455,4.97,4.788
542,boring,2.2,2.486,3.657,2.914,3.457
91,affection,6.824,8.177,5.588,3.118,4.6
5224,universal,5.969,6.971,5.152,3.152,4.147
3955,raise (increase),5.824,6.824,5.857,3.657,3.853
1979,forehead,3.382,5.257,5.114,6.714,6.657
3244,negotiator,5.059,6.6,6.594,3.971,4.182
3450,pan (camera),4.516,5.323,5.719,4.871,5.094
3150,mosquito,4.625,3.046,4.231,6.594,6.635
4842,surprising,6.412,6.515,5.088,2.629,3.588
4044,relieved,5.152,7.2,5.629,3.029,3.829
5300,vet,3.829,5.714,5.088,6.242,6.182
2964,mammal,4.118,5.824,6.152,6.294,6.2
2529,infectious,5.879,2.618,2.912,4.471,4.0
5374,warble,3.808,4.704,4.96,3.84,2.929
1676,enact,3.771,5.161,5.686,3.0,2.656
1048,condemn,4.452,3.061,4.576,3.0,3.242
2949,maid,3.971,4.714,3.971,6.171,6.114
1960,foil (metal),3.371,5.03,5.029,6.171,5.743
2530,inferior,3.546,2.455,3.5,2.531,3.364
4081,resign,3.936,3.594,4.4,3.581,2.581
4410,shrewd,4.429,4.294,5.029,2.714,2.912
